Vendor Name,Vendor Email,Order Number,Store Name,Delivery Date,Product Name,Product Description,Category,Unit of Measurement,Quantity,Price per Unit,Expiration Date
Leonard Inc,perkinsalexander@example.org,38613c2a-6976-4903-b471-b25f724576cb,ABC Foodmart - Whitestone,1/1/2025,Frozen Vegetables,"High-quality frozen foods item, Frozen Vegetables, sourced responsibly.",frozen foods,ml,37,32.53,11/23/2025
Leonard Inc,perkinsalexander@example.org,38613c2a-6976-4903-b471-b25f724576cb,ABC Foodmart - Whitestone,1/1/2025,Turkey Breast,"High-quality deli item, Turkey Breast, sourced responsibly.",deli,ml,36,0.51,2/17/2025
"Miller, Washington and Johnson",englishvincent@example.com,3c788dcc-eb77-494b-80dd-4da1d56d383d,ABC Foodmart - DUMBO,4/3/2025,Soda,"High-quality beverages item, Soda, sourced responsibly.",beverages,pieces,12,55.29,10/7/2025
"Miller, Washington and Johnson",englishvincent@example.com,3c788dcc-eb77-494b-80dd-4da1d56d383d,ABC Foodmart - DUMBO,4/3/2025,Pasta,"High-quality dry goods item, Pasta, sourced responsibly.",dry goods,ml,68,37.01,9/2/2025
"Miller, Washington and Johnson",englishvincent@example.com,3c788dcc-eb77-494b-80dd-4da1d56d383d,ABC Foodmart - DUMBO,4/3/2025,Band-Aids,"High-quality pharmacy item, Band-Aids, sourced responsibly.",pharmacy,kg,58,91.32,2/4/2026
"Miller, Washington and Johnson",englishvincent@example.com,3c788dcc-eb77-494b-80dd-4da1d56d383d,ABC Foodmart - DUMBO,4/3/2025,Tulips,"High-quality floral item, Tulips, sourced responsibly.",floral,ml,21,10.33,12/4/2025
"Miller, Washington and Johnson",englishvincent@example.com,3c788dcc-eb77-494b-80dd-4da1d56d383d,ABC Foodmart - DUMBO,4/3/2025,Apples,"High-quality fresh produce item, Apples, sourced responsibly.",fresh produce,pieces,39,78.25,9/2/2025
Glover Ltd,valenzuelapaul@example.com,0f649e67-48f0-4159-ae5c-ff58b0f7b9ce,ABC Foodmart - DUMBO,3/19/2025,Sunflowers,"High-quality floral item, Sunflowers, sourced responsibly.",floral,ml,83,86.1,7/13/2025
Glover Ltd,valenzuelapaul@example.com,0f649e67-48f0-4159-ae5c-ff58b0f7b9ce,ABC Foodmart - DUMBO,3/19/2025,Bagel,"High-quality bakery item, Bagel, sourced responsibly.",bakery,ml,21,77.68,4/12/2025
Glover Ltd,valenzuelapaul@example.com,0f649e67-48f0-4159-ae5c-ff58b0f7b9ce,ABC Foodmart - DUMBO,3/19/2025,Milk,"High-quality dairy item, Milk, sourced responsibly.",dairy,kg,85,35.49,5/4/2025
Glover Ltd,valenzuelapaul@example.com,0f649e67-48f0-4159-ae5c-ff58b0f7b9ce,ABC Foodmart - DUMBO,3/19/2025,Frozen Vegetables,"High-quality frozen foods item, Frozen Vegetables, sourced responsibly.",frozen foods,ml,79,76.56,12/20/2025
Glover Ltd,valenzuelapaul@example.com,0f649e67-48f0-4159-ae5c-ff58b0f7b9ce,ABC Foodmart - DUMBO,3/19/2025,Yogurt,"High-quality dairy item, Yogurt, sourced responsibly.",dairy,kg,52,67.12,4/6/2025
Silva PLC,ohowe@example.org,cd13e7b5-db15-4421-bfa7-8ac51f3b204f,ABC Foodmart - Staten Island,6/6/2024,Milk,"High-quality dairy item, Milk, sourced responsibly.",dairy,kg,11,7.42,4/20/2025
Silva PLC,ohowe@example.org,cd13e7b5-db15-4421-bfa7-8ac51f3b204f,ABC Foodmart - Staten Island,6/6/2024,Salmon Fillet,"High-quality seafood item, Salmon Fillet, sourced responsibly.",seafood,kg,21,33.06,12/6/2024
Silva PLC,ohowe@example.org,cd13e7b5-db15-4421-bfa7-8ac51f3b204f,ABC Foodmart - Staten Island,6/6/2024,Cheese,"High-quality dairy item, Cheese, sourced responsibly.",dairy,ml,81,86.29,4/6/2025
Silva PLC,ohowe@example.org,cd13e7b5-db15-4421-bfa7-8ac51f3b204f,ABC Foodmart - Staten Island,6/6/2024,Beef Steak,"High-quality meats item, Beef Steak, sourced responsibly.",meats,pieces,34,18.72,8/7/2024
Silva PLC,ohowe@example.org,cd13e7b5-db15-4421-bfa7-8ac51f3b204f,ABC Foodmart - Staten Island,6/6/2024,Rice,"High-quality dry goods item, Rice, sourced responsibly.",dry goods,pieces,29,94.27,8/20/2024
Silva PLC,ohowe@example.org,5c845550-1d36-405b-a753-2b5cecc1767a,ABC Foodmart - Bay Ridge,3/23/2025,Roses,"High-quality floral item, Roses, sourced responsibly.",floral,kg,92,24.14,7/28/2025
Silva PLC,ohowe@example.org,5c845550-1d36-405b-a753-2b5cecc1767a,ABC Foodmart - Bay Ridge,3/23/2025,Cheese,"High-quality dairy item, Cheese, sourced responsibly.",dairy,kg,12,53.46,4/19/2025
Silva PLC,ohowe@example.org,5c845550-1d36-405b-a753-2b5cecc1767a,ABC Foodmart - Bay Ridge,3/23/2025,Tulips,"High-quality floral item, Tulips, sourced responsibly.",floral,kg,97,20.07,2/9/2026
Silva PLC,ohowe@example.org,5c845550-1d36-405b-a753-2b5cecc1767a,ABC Foodmart - Bay Ridge,3/23/2025,Turkey Breast,"High-quality deli item, Turkey Breast, sourced responsibly.",deli,pieces,82,3.93,4/10/2025
Silva PLC,ohowe@example.org,5c845550-1d36-405b-a753-2b5cecc1767a,ABC Foodmart - Bay Ridge,3/23/2025,Bagel,"High-quality bakery item, Bagel, sourced responsibly.",bakery,kg,74,18.07,7/16/2025
Gonzalez-Diaz,jacksonchristopher@example.com,fed85c2b-6b22-49c0-ab7f-a52f6520df11,ABC Foodmart - Tribeca,12/11/2024,Frozen Pizza,"High-quality frozen foods item, Frozen Pizza, sourced responsibly.",frozen foods,kg,7,90.07,2/2/2025
Gonzalez-Diaz,jacksonchristopher@example.com,fed85c2b-6b22-49c0-ab7f-a52f6520df11,ABC Foodmart - Tribeca,12/11/2024,Ice Cream,"High-quality frozen foods item, Ice Cream, sourced responsibly.",frozen foods,kg,88,42.6,6/19/2025
Gonzalez-Diaz,jacksonchristopher@example.com,fed85c2b-6b22-49c0-ab7f-a52f6520df11,ABC Foodmart - Tribeca,12/11/2024,Cough Syrup,"High-quality pharmacy item, Cough Syrup, sourced responsibly.",pharmacy,ml,57,62.64,4/26/2025
Gonzalez-Diaz,jacksonchristopher@example.com,fed85c2b-6b22-49c0-ab7f-a52f6520df11,ABC Foodmart - Tribeca,12/11/2024,Band-Aids,"High-quality pharmacy item, Band-Aids, sourced responsibly.",pharmacy,ml,68,83.19,11/22/2025
Gonzalez-Diaz,jacksonchristopher@example.com,fed85c2b-6b22-49c0-ab7f-a52f6520df11,ABC Foodmart - Tribeca,12/11/2024,Roses,"High-quality floral item, Roses, sourced responsibly.",floral,kg,92,91.08,7/17/2025
Ruiz Ltd,jescobar@example.net,9faa494d-11c1-4ebf-9d04-626816c32788,ABC Foodmart - Staten Island,11/9/2024,Carrots,"High-quality fresh produce item, Carrots, sourced responsibly.",fresh produce,pieces,47,81.48,9/6/2025
Ruiz Ltd,jescobar@example.net,9faa494d-11c1-4ebf-9d04-626816c32788,ABC Foodmart - Staten Island,11/9/2024,Sunflowers,"High-quality floral item, Sunflowers, sourced responsibly.",floral,pieces,64,26.74,2/3/2025
Ruiz Ltd,jescobar@example.net,9faa494d-11c1-4ebf-9d04-626816c32788,ABC Foodmart - Staten Island,11/9/2024,Rice,"High-quality dry goods item, Rice, sourced responsibly.",dry goods,pieces,57,16.05,11/25/2024
Ruiz Ltd,jescobar@example.net,9faa494d-11c1-4ebf-9d04-626816c32788,ABC Foodmart - Staten Island,11/9/2024,Lettuce,"High-quality fresh produce item, Lettuce, sourced responsibly.",fresh produce,kg,31,49.31,6/13/2025
Ruiz Ltd,jescobar@example.net,9faa494d-11c1-4ebf-9d04-626816c32788,ABC Foodmart - Staten Island,11/9/2024,Cheese,"High-quality dairy item, Cheese, sourced responsibly.",dairy,pieces,30,10.76,2/15/2025
"Adams, Castillo and Taylor",ktodd@example.com,b312c3ab-6dc3-4a2c-9aee-1f717c708a6c,ABC Foodmart - Staten Island,9/9/2024,Lobster,"High-quality seafood item, Lobster, sourced responsibly.",seafood,kg,20,92.4,11/18/2024
"Adams, Castillo and Taylor",ktodd@example.com,b312c3ab-6dc3-4a2c-9aee-1f717c708a6c,ABC Foodmart - Staten Island,9/9/2024,Ham,"High-quality deli item, Ham, sourced responsibly.",deli,pieces,28,55.7,9/7/2025
"Adams, Castillo and Taylor",ktodd@example.com,b312c3ab-6dc3-4a2c-9aee-1f717c708a6c,ABC Foodmart - Staten Island,9/9/2024,Juice,"High-quality beverages item, Juice, sourced responsibly.",beverages,kg,35,1.87,10/13/2024
"Adams, Castillo and Taylor",ktodd@example.com,b312c3ab-6dc3-4a2c-9aee-1f717c708a6c,ABC Foodmart - Staten Island,9/9/2024,Lettuce,"High-quality fresh produce item, Lettuce, sourced responsibly.",fresh produce,ml,48,13.85,1/4/2025
"Adams, Castillo and Taylor",ktodd@example.com,b312c3ab-6dc3-4a2c-9aee-1f717c708a6c,ABC Foodmart - Staten Island,9/9/2024,Apples,"High-quality fresh produce item, Apples, sourced responsibly.",fresh produce,kg,7,1.17,12/3/2024
Patterson and Sons,andrea86@example.com,373ce709-ecb1-4002-a468-8f1520b1665e,ABC Foodmart - Bay Ridge,3/11/2025,Water,"High-quality beverages item, Water, sourced responsibly.",beverages,ml,38,38.12,6/8/2025
Patterson and Sons,andrea86@example.com,373ce709-ecb1-4002-a468-8f1520b1665e,ABC Foodmart - Bay Ridge,3/11/2025,Pasta,"High-quality dry goods item, Pasta, sourced responsibly.",dry goods,pieces,13,90.97,5/12/2025
Patterson and Sons,andrea86@example.com,373ce709-ecb1-4002-a468-8f1520b1665e,ABC Foodmart - Bay Ridge,3/11/2025,Croissant,"High-quality bakery item, Croissant, sourced responsibly.",bakery,ml,11,17.74,1/3/2026
Patterson and Sons,andrea86@example.com,373ce709-ecb1-4002-a468-8f1520b1665e,ABC Foodmart - Bay Ridge,3/11/2025,Pasta,"High-quality dry goods item, Pasta, sourced responsibly.",dry goods,ml,38,8.62,6/17/2025
Patterson and Sons,andrea86@example.com,373ce709-ecb1-4002-a468-8f1520b1665e,ABC Foodmart - Bay Ridge,3/11/2025,Beans,"High-quality dry goods item, Beans, sourced responsibly.",dry goods,ml,74,27.07,8/24/2025
Campbell Ltd,chelsea81@example.com,124b4b68-05be-403c-bdf2-fa1841d96582,ABC Foodmart - DUMBO,7/8/2024,Rice,"High-quality dry goods item, Rice, sourced responsibly.",dry goods,kg,39,56.18,11/20/2024
Campbell Ltd,chelsea81@example.com,124b4b68-05be-403c-bdf2-fa1841d96582,ABC Foodmart - DUMBO,7/8/2024,Cough Syrup,"High-quality pharmacy item, Cough Syrup, sourced responsibly.",pharmacy,ml,42,55.83,2/14/2025
Campbell Ltd,chelsea81@example.com,124b4b68-05be-403c-bdf2-fa1841d96582,ABC Foodmart - DUMBO,7/8/2024,Sunflowers,"High-quality floral item, Sunflowers, sourced responsibly.",floral,kg,76,53.82,1/16/2025
Campbell Ltd,chelsea81@example.com,124b4b68-05be-403c-bdf2-fa1841d96582,ABC Foodmart - DUMBO,7/8/2024,Tulips,"High-quality floral item, Tulips, sourced responsibly.",floral,ml,24,89.82,4/24/2025
Campbell Ltd,chelsea81@example.com,124b4b68-05be-403c-bdf2-fa1841d96582,ABC Foodmart - DUMBO,7/8/2024,Roast Beef,"High-quality deli item, Roast Beef, sourced responsibly.",deli,kg,80,75.36,7/27/2024
"West, Jones and Hatfield",natasha72@example.com,1c1922b1-050b-475d-a604-f9d6c4dca36c,ABC Foodmart - DUMBO,5/4/2024,Yogurt,"High-quality dairy item, Yogurt, sourced responsibly.",dairy,pieces,3,60.87,5/2/2025
"West, Jones and Hatfield",natasha72@example.com,1c1922b1-050b-475d-a604-f9d6c4dca36c,ABC Foodmart - DUMBO,5/4/2024,Yogurt,"High-quality dairy item, Yogurt, sourced responsibly.",dairy,ml,2,84.19,11/28/2024
"West, Jones and Hatfield",natasha72@example.com,1c1922b1-050b-475d-a604-f9d6c4dca36c,ABC Foodmart - DUMBO,5/4/2024,Beef Steak,"High-quality meats item, Beef Steak, sourced responsibly.",meats,ml,13,27.61,8/21/2024
"West, Jones and Hatfield",natasha72@example.com,1c1922b1-050b-475d-a604-f9d6c4dca36c,ABC Foodmart - DUMBO,5/4/2024,Soda,"High-quality beverages item, Soda, sourced responsibly.",beverages,kg,2,36.61,9/18/2024
"West, Jones and Hatfield",natasha72@example.com,1c1922b1-050b-475d-a604-f9d6c4dca36c,ABC Foodmart - DUMBO,5/4/2024,Aspirin,"High-quality pharmacy item, Aspirin, sourced responsibly.",pharmacy,ml,99,85.12,12/20/2024
Moore PLC,shermaneric@example.net,8a2e58db-8317-4563-b177-0e06786a8800,ABC Foodmart - Tribeca,2/12/2025,Lettuce,"High-quality fresh produce item, Lettuce, sourced responsibly.",fresh produce,kg,60,9.18,11/15/2025
Moore PLC,shermaneric@example.net,8a2e58db-8317-4563-b177-0e06786a8800,ABC Foodmart - Tribeca,2/12/2025,Beef Steak,"High-quality meats item, Beef Steak, sourced responsibly.",meats,kg,6,13.31,1/31/2026
Moore PLC,shermaneric@example.net,8a2e58db-8317-4563-b177-0e06786a8800,ABC Foodmart - Tribeca,2/12/2025,Pasta,"High-quality dry goods item, Pasta, sourced responsibly.",dry goods,kg,47,79.59,10/27/2025
Moore PLC,shermaneric@example.net,8a2e58db-8317-4563-b177-0e06786a8800,ABC Foodmart - Tribeca,2/12/2025,Ice Cream,"High-quality frozen foods item, Ice Cream, sourced responsibly.",frozen foods,pieces,34,92.12,6/12/2025
Moore PLC,shermaneric@example.net,8a2e58db-8317-4563-b177-0e06786a8800,ABC Foodmart - Tribeca,2/12/2025,Juice,"High-quality beverages item, Juice, sourced responsibly.",beverages,pieces,44,70.24,10/12/2025
"Wallace, Brown and Garcia",moorepaul@example.net,0a12f34b-d2b8-4895-8dc7-497d9ae3a354,ABC Foodmart - Whitestone,11/4/2024,Juice,"High-quality beverages item, Juice, sourced responsibly.",beverages,kg,11,39.22,12/11/2024
"Wallace, Brown and Garcia",moorepaul@example.net,0a12f34b-d2b8-4895-8dc7-497d9ae3a354,ABC Foodmart - Whitestone,11/4/2024,Croissant,"High-quality bakery item, Croissant, sourced responsibly.",bakery,pieces,74,98.23,4/14/2025
"Wallace, Brown and Garcia",moorepaul@example.net,0a12f34b-d2b8-4895-8dc7-497d9ae3a354,ABC Foodmart - Whitestone,11/4/2024,Lobster,"High-quality seafood item, Lobster, sourced responsibly.",seafood,pieces,66,43.57,11/4/2025
"Wallace, Brown and Garcia",moorepaul@example.net,0a12f34b-d2b8-4895-8dc7-497d9ae3a354,ABC Foodmart - Whitestone,11/4/2024,Cheese,"High-quality dairy item, Cheese, sourced responsibly.",dairy,ml,71,69.31,1/8/2025
"Wallace, Brown and Garcia",moorepaul@example.net,0a12f34b-d2b8-4895-8dc7-497d9ae3a354,ABC Foodmart - Whitestone,11/4/2024,Water,"High-quality beverages item, Water, sourced responsibly.",beverages,pieces,96,19,4/23/2025
Campbell Ltd,chelsea81@example.com,a433b3fe-4447-4cf5-8252-5c947c14ca06,ABC Foodmart - Staten Island,1/17/2025,Roast Beef,"High-quality deli item, Roast Beef, sourced responsibly.",deli,kg,49,71.44,3/20/2025
Campbell Ltd,chelsea81@example.com,a433b3fe-4447-4cf5-8252-5c947c14ca06,ABC Foodmart - Staten Island,1/17/2025,Frozen Vegetables,"High-quality frozen foods item, Frozen Vegetables, sourced responsibly.",frozen foods,ml,27,89.67,10/27/2025
Campbell Ltd,chelsea81@example.com,a433b3fe-4447-4cf5-8252-5c947c14ca06,ABC Foodmart - Staten Island,1/17/2025,Juice,"High-quality beverages item, Juice, sourced responsibly.",beverages,pieces,11,77.98,8/22/2025
Campbell Ltd,chelsea81@example.com,a433b3fe-4447-4cf5-8252-5c947c14ca06,ABC Foodmart - Staten Island,1/17/2025,Croissant,"High-quality bakery item, Croissant, sourced responsibly.",bakery,pieces,96,86.53,2/2/2025
Campbell Ltd,chelsea81@example.com,a433b3fe-4447-4cf5-8252-5c947c14ca06,ABC Foodmart - Staten Island,1/17/2025,Ice Cream,"High-quality frozen foods item, Ice Cream, sourced responsibly.",frozen foods,ml,20,47.25,9/25/2025
"Miller, Washington and Johnson",englishvincent@example.com,43a5f42d-9380-474d-8fe3-94f2cce6e93a,ABC Foodmart - Tribeca,4/28/2024,Frozen Vegetables,"High-quality frozen foods item, Frozen Vegetables, sourced responsibly.",frozen foods,ml,74,44.78,10/16/2024
"Miller, Washington and Johnson",englishvincent@example.com,43a5f42d-9380-474d-8fe3-94f2cce6e93a,ABC Foodmart - Tribeca,4/28/2024,Roses,"High-quality floral item, Roses, sourced responsibly.",floral,ml,30,63.9,3/18/2025
"Miller, Washington and Johnson",englishvincent@example.com,43a5f42d-9380-474d-8fe3-94f2cce6e93a,ABC Foodmart - Tribeca,4/28/2024,Milk,"High-quality dairy item, Milk, sourced responsibly.",dairy,kg,65,14.91,11/10/2024
"Miller, Washington and Johnson",englishvincent@example.com,43a5f42d-9380-474d-8fe3-94f2cce6e93a,ABC Foodmart - Tribeca,4/28/2024,Lobster,"High-quality seafood item, Lobster, sourced responsibly.",seafood,pieces,74,72.3,11/7/2024
"Miller, Washington and Johnson",englishvincent@example.com,43a5f42d-9380-474d-8fe3-94f2cce6e93a,ABC Foodmart - Tribeca,4/28/2024,Shrimp,"High-quality seafood item, Shrimp, sourced responsibly.",seafood,ml,88,26.01,11/21/2024
"Crawford, Oliver and Anderson",dawndaniel@example.net,6d571b65-ec20-472d-9c12-eaea0c7d656c,ABC Foodmart - Bay Ridge,2/27/2025,Turkey Breast,"High-quality deli item, Turkey Breast, sourced responsibly.",deli,ml,48,59.75,5/5/2025
"Crawford, Oliver and Anderson",dawndaniel@example.net,6d571b65-ec20-472d-9c12-eaea0c7d656c,ABC Foodmart - Bay Ridge,2/27/2025,Bagel,"High-quality bakery item, Bagel, sourced responsibly.",bakery,ml,12,29.85,8/21/2025
"Crawford, Oliver and Anderson",dawndaniel@example.net,6d571b65-ec20-472d-9c12-eaea0c7d656c,ABC Foodmart - Bay Ridge,2/27/2025,Carrots,"High-quality fresh produce item, Carrots, sourced responsibly.",fresh produce,kg,64,33.9,4/8/2025
"Crawford, Oliver and Anderson",dawndaniel@example.net,6d571b65-ec20-472d-9c12-eaea0c7d656c,ABC Foodmart - Bay Ridge,2/27/2025,Frozen Pizza,"High-quality frozen foods item, Frozen Pizza, sourced responsibly.",frozen foods,kg,42,45.36,8/6/2025
"Crawford, Oliver and Anderson",dawndaniel@example.net,6d571b65-ec20-472d-9c12-eaea0c7d656c,ABC Foodmart - Bay Ridge,2/27/2025,Rice,"High-quality dry goods item, Rice, sourced responsibly.",dry goods,kg,44,41.28,7/7/2025
Cardenas Ltd,robinmoreno@example.com,aa910c37-c34c-41b2-88fa-b02ab4433ae5,ABC Foodmart - Tribeca,4/15/2024,Apples,"High-quality fresh produce item, Apples, sourced responsibly.",fresh produce,pieces,31,22.31,10/7/2024
Cardenas Ltd,robinmoreno@example.com,aa910c37-c34c-41b2-88fa-b02ab4433ae5,ABC Foodmart - Tribeca,4/15/2024,Pork Loin,"High-quality meats item, Pork Loin, sourced responsibly.",meats,kg,67,82.8,1/25/2025
Cardenas Ltd,robinmoreno@example.com,aa910c37-c34c-41b2-88fa-b02ab4433ae5,ABC Foodmart - Tribeca,4/15/2024,Tulips,"High-quality floral item, Tulips, sourced responsibly.",floral,ml,83,90.78,9/26/2024
Cardenas Ltd,robinmoreno@example.com,aa910c37-c34c-41b2-88fa-b02ab4433ae5,ABC Foodmart - Tribeca,4/15/2024,Shrimp,"High-quality seafood item, Shrimp, sourced responsibly.",seafood,kg,34,45.97,12/18/2024
Cardenas Ltd,robinmoreno@example.com,aa910c37-c34c-41b2-88fa-b02ab4433ae5,ABC Foodmart - Tribeca,4/15/2024,Pasta,"High-quality dry goods item, Pasta, sourced responsibly.",dry goods,kg,18,51.64,8/14/2024
Giles-Greene,shawn47@example.org,81ede85d-35fe-4e0a-8f73-995f04038845,ABC Foodmart - DUMBO,1/21/2025,Cough Syrup,"High-quality pharmacy item, Cough Syrup, sourced responsibly.",pharmacy,ml,84,51.42,4/7/2025
Giles-Greene,shawn47@example.org,81ede85d-35fe-4e0a-8f73-995f04038845,ABC Foodmart - DUMBO,1/21/2025,Carrots,"High-quality fresh produce item, Carrots, sourced responsibly.",fresh produce,kg,38,8.87,11/15/2025
Giles-Greene,shawn47@example.org,81ede85d-35fe-4e0a-8f73-995f04038845,ABC Foodmart - DUMBO,1/21/2025,Lettuce,"High-quality fresh produce item, Lettuce, sourced responsibly.",fresh produce,kg,20,59.62,8/22/2025
Giles-Greene,shawn47@example.org,81ede85d-35fe-4e0a-8f73-995f04038845,ABC Foodmart - DUMBO,1/21/2025,Cheese,"High-quality dairy item, Cheese, sourced responsibly.",dairy,ml,88,57.61,6/17/2025
Giles-Greene,shawn47@example.org,81ede85d-35fe-4e0a-8f73-995f04038845,ABC Foodmart - DUMBO,1/21/2025,Lobster,"High-quality seafood item, Lobster, sourced responsibly.",seafood,pieces,10,72.52,1/31/2025
Cox-Acosta,hbarton@example.org,34df575c-f906-4051-8141-cb5093bcfea1,ABC Foodmart - Bay Ridge,3/18/2025,Sunflowers,"High-quality floral item, Sunflowers, sourced responsibly.",floral,kg,85,3.01,11/23/2025
Cox-Acosta,hbarton@example.org,34df575c-f906-4051-8141-cb5093bcfea1,ABC Foodmart - Bay Ridge,3/18/2025,Roses,"High-quality floral item, Roses, sourced responsibly.",floral,pieces,19,39.43,12/23/2025
Cox-Acosta,hbarton@example.org,34df575c-f906-4051-8141-cb5093bcfea1,ABC Foodmart - Bay Ridge,3/18/2025,Shrimp,"High-quality seafood item, Shrimp, sourced responsibly.",seafood,kg,13,85.18,10/1/2025
Cox-Acosta,hbarton@example.org,34df575c-f906-4051-8141-cb5093bcfea1,ABC Foodmart - Bay Ridge,3/18/2025,Yogurt,"High-quality dairy item, Yogurt, sourced responsibly.",dairy,ml,57,29.17,1/31/2026
Cox-Acosta,hbarton@example.org,34df575c-f906-4051-8141-cb5093bcfea1,ABC Foodmart - Bay Ridge,3/18/2025,Water,"High-quality beverages item, Water, sourced responsibly.",beverages,ml,90,58.11,8/8/2025
"West, Jones and Hatfield",natasha72@example.com,8ee4132e-bc5a-4e70-ba5a-7df3303ffc17,ABC Foodmart - Tribeca,4/13/2025,Yogurt,"High-quality dairy item, Yogurt, sourced responsibly.",dairy,pieces,40,77.14,9/11/2025
"West, Jones and Hatfield",natasha72@example.com,8ee4132e-bc5a-4e70-ba5a-7df3303ffc17,ABC Foodmart - Tribeca,4/13/2025,Juice,"High-quality beverages item, Juice, sourced responsibly.",beverages,kg,18,23.63,8/31/2025
"West, Jones and Hatfield",natasha72@example.com,8ee4132e-bc5a-4e70-ba5a-7df3303ffc17,ABC Foodmart - Tribeca,4/13/2025,Lobster,"High-quality seafood item, Lobster, sourced responsibly.",seafood,ml,22,5.56,3/17/2026
"West, Jones and Hatfield",natasha72@example.com,8ee4132e-bc5a-4e70-ba5a-7df3303ffc17,ABC Foodmart - Tribeca,4/13/2025,Carrots,"High-quality fresh produce item, Carrots, sourced responsibly.",fresh produce,ml,60,2.64,10/28/2025
"West, Jones and Hatfield",natasha72@example.com,8ee4132e-bc5a-4e70-ba5a-7df3303ffc17,ABC Foodmart - Tribeca,4/13/2025,Pork Loin,"High-quality meats item, Pork Loin, sourced responsibly.",meats,kg,72,88.97,7/24/2025
